J.M.B. SERVICES,Misc Non-Food Retail - 817,Other - Z01,Advised to Sue - ATS,BROOKLYN,NY
J&M CONTRACTOR,Misc Non-Food Retail - 817,Damaged Goods - D01,Advised to Sue - ATS,BROOKLYN,NY
"JOBEN ENTERPRISES, INC.",Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,SAN RAMON,CA
JOHN ROBERT POWERS,Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,NEW YORK,NY
JOHN'S BEAUTY SUPPLY,Misc Non-Food Retail - 817,Refund Policy - R01,Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
"JO QUALITY ORGANIC CLEANER, INC.",Dry Cleaners - 230,Damaged Goods - D01,Advised to Sue - ATS,NEW YORK,NY
JOSE DRY CLEANERS,Dry Cleaners - 230,Damaged Goods - D01,Goods Received - GDR,NEW YORK,NY
JOSEPH AND JUNIOR MOTORS INC.,Secondhand Dealer Auto - 005,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,BRONX,NY
JOSEPH AND JUNIOR MOTORS INC.,Secondhand Dealer Auto - 005,Outstanding Judgment - J01,Referred to Outside - RTO,BRONX,NY
JOSEPH AND JUNIOR MOTORS INC.,Secondhand Dealer Auto - 005,Advertising/General - A01,Advised to Sue - ATS,BRONX,NY
JOSEPH & JUNIOR MOTORS,Secondhand Dealer Auto - 005,Misrepresentation - M01,Cash Amount - AMT,Bronx,NY
JOSIAH THEATRE WORKS,Employment Agency - 034,Breach of Contract - B03,Advised to Sue - ATS,NEW YORK,NY
JOY DRY CLEANERS INC.,Dry Cleaners - 230,Damaged Goods - D01,Cash Amount - AMT,NEW YORK,NY
JOYFUL DRY CLEANER INC.,Dry Cleaners - 230,Quality of Work - Q01,Advised to Sue - ATS,BAYSIDE,NY
"J. PROMOTION EMPLOYMENT AGENCY, INC.",Employment Agency - 034,Misrepresentation - M01,Cash Amount - AMT,ELMHURST,NY
J & R ELECTRONICS INC,Electronic Store - 001,Other - Z01,Out of Business - OOB,NEW YORK,NY
J & R ELECTRONICS INC,Electronic Store - 001,Non-Delivery of Goods - N01,Out of Business - OOB,NEW YORK,NY
J & R ELECTRONICS INC,Electronic Store - 001,Other - Z01,Out of Business - OOB,NEW YORK,NY
J & R ELECTRONICS INC,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Out of Business - OOB,NEW YORK,NY
J & R ELECTRONICS INC.,Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Out of Business - OOB,MASPETH,NY
J R PAWNSHOP CORP.,Pawnbroker - 080,Surcharge/Overcharge - S02,Cash Amount - AMT,BRONX,NY
J & S AC APPLIANCE REPAIR,Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Service - N02,No Business Response - NVR,NEW YORK,NY
"J.S. ELIAS, INC.",Dealer In Products For The Disabled - 119,Exchange Goods/Contract Cancelled - E01,Consumer Took Action - CTA,NEW YORK,NY
"J.S.-ELIAS, INC.",Misc Non-Food Retail - 817,Damaged Goods - D01,No Satisfactory Agreement - NSA,NEW YORK,NY
Judy's Nook,Wearing Apparel  - 450,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
JUICY COUTURE,Internet Complaints - 443,Defective Goods - D02,Referred to Outside - RTO,NEW YORK,NY
JUNE FLORIST,Misc Non-Food Retail - 817,Billing Dispute - B02,No Satisfactory Agreement - NSA,BROOKLYN,NY
JZANUS LTD.,Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,FLORAL PARK,NY
KAYLEE OPERATING LLC,Garage - 049,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
KENNEDY RENOVATION COMPANY,Home Improvement Contractor - 100,Non-Delivery of Service - N02,Advised to Sue - ATS,BROOKLYN,NY
KERBER & SONS,Electronic & Home Appliance Service Dealer - 115,Refund Policy - R01,No Business Response - NVR,STATEN ISLAND,NY
KEYFOOD,Supermarket - 819,Advertising/General - A01,Resolved and Consumer Satisfied - SPF,STATEN ISLAND,NY
KEY FOOD,Supermarket  - 819,Advertising/General - A01,Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
KEY FOOD SUPERMARKET,Supermarket - 819,Advertising/General - A01,Cash Amount - AMT,STATEN ISLAND,NY
KEYS TO SUCCESS,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Goods Received - GDR,OZONE PARK,NY
KG JEWERLY,Jewelry Store-Retail - 823,Surcharge/Overcharge - S02,Advised to Sue - ATS,FLUSHING,NY
KIMBERLY'S AUTOMOTIVE INC.,Tow Truck Company - 124,Surcharge/Overcharge - S02,Referred to Outside - RTO,ASTORIA,NY
"KIM, SUN J.",Dry Cleaners - 230,Lost Property - L02,Cash Amount - AMT,NEW YORK,NY
KINGS,Misc Non-Food Retail - 817,Misrepresentation - M01,Cash Amount - AMT,BROOKLYN,NY
KINGS AUTOSHOW INC.,Secondhand Dealer Auto - 005,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
KINGS AUTOSHOW INC.,Secondhand Dealer Auto - 005,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
KINGS AUTOSHOW INC.,Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,Advised to Sue - ATS,BROOKLYN,NY
KINGS AUTOSHOW INC.,Secondhand Dealer Auto - 005,Breach of Contract - B03,Referred to Outside - RTO,BROOKLYN,NY
KINGS AUTOSHOW INC.,Secondhand Dealer Auto - 005,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
KINGS COLLISION CENTER INC.,Tow Truck Company - 124,Billing Dispute - B02,Cash Amount - AMT,HOLLIS,NY
"KINGS HIGHWAY VISION EXPRESS, LLC",Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Goods Repaired - GRS,BROOKLYN,NY
KINGS WAREHOUSE FURNITURE,Furniture Sales - 242,Wrong Goods - W01,Goods Exchanged - GEX,BROOKLYN,NY
KINGZ OF CARS,Secondhand Dealer Auto - 005,Damaged Goods - D01,Consumer Took Action - CTA,STATEN ISLAND,NY
"KINNEY PARKING SYSTEM, INC.",Garage - 049,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
"KINNEY PARKING SYSTEM, LLC",Garage - 049,Damaged Goods - D01,Cash Amount - AMT,NEW YORK,NY
"KINO LORBER, INC.",Mailorder Misc - 319,Non-Delivery of Goods - N01,Credit Card Refund and/or Contract Cancelled - CRC,NEW YORK,NY
"KIRSCHENBAUM & PHILLIPS, P.C.",Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,FARMINGDALE,NY
"KIRSCHENBAUM & PHILLIPS, P.C.",Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,FARMINGDALE,NY
"KIRSCHENBAUM & PHILLIPS, P.C.",Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,FARMINGDALE,NY
"KISS ELECTRONICS, INC.",Electronic Store - 001,Defective Goods - D02,Store Credit - SCR,NEW YORK,NY
"KISS ELECTRONICS, INC.",Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
"KISS ELECTRONICS, INC.",Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Store Credit - SCR,NEW YORK,NY
KITCHEN PLUS,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,BROOKLYN,NY
K & J PAWN SHOP INC.,Pawnbroker - 080,Non-Delivery of Goods - N01,Unable to Locate Business - ULV,BROOKLYN,NY
K & J PAWN SHOP INC.,Pawnbroker - 080,Misrepresentation - M01,Unable to Locate Business - ULV,BROOKLYN,NY
"KLEBAN FURNITURE CO., INC.",Furniture Sales - 242,Misrepresentation - M01,Credit Card Refund and/or Contract Cancelled - CRC,STATEN ISLAND,NY
"KNIGHTS COLLISION EXPERTS, INC.",Tow Truck Company - 124,Misrepresentation - M01,Cash Amount - AMT,BROOKLYN,NY
"KNIGHTS COLLISION EXPERTS, INC.",Tow Truck Company - 124,Non-Delivery of Goods - N01,Cash Amount - AMT,BROOKLYN,NY
"KNIGHTS COLLISION EXPERTS, INC.",Tow Truck Company - 124,Surcharge/Overcharge - S02,Advised to Sue - ATS,BROOKLYN,NY
"KNIGHTS COLLISION EXPERTS, INC.",Tow Truck Company - 124,Billing Dispute - B02,Referred to Outside - RTO,BROOKLYN,NY
"KNIGHTS COLLISION EXPERTS, INC.",Tow Truck Company - 124,Misrepresentation - M01,Advised to Sue - ATS,BROOKLYN,NY
"KNIGHTS COLLISION EXPERTS, INC.",Tow Truck Company - 124,Damaged Goods - D01,Advised to Sue - ATS,BROOKLYN,NY
"KNIGHTS COLLISION EXPERTS, INC.",Tow Truck Company - 124,Outstanding Judgment - J01,Cash Amount - AMT,BROOKLYN,NY
"KNIGHTS COLLISION EXPERTS, INC.",Tow Truck Company - 124,Billing Dispute - B02,Referred to Outside - RTO,BROOKLYN,NY
"KNIGHTS COLLISION EXPERTS, INC.",Tow Truck Company - 124,Damaged Goods - D01,Advised to Sue - ATS,BROOKLYN,NY
"KNIGHTS COLLISION EXPERTS, INC.",Tow Truck Company - 124,"Billing Dispute - B02, Misrepresentation - M01, Surcharge/Overcharge - S02",Referred to Outside - RTO,BROOKLYN,NY
"KNIGHTS COLLISION EXPERTS, INC.",Tow Truck Company - 124,Refund Policy - R01,Referred to Outside - RTO,BROOKLYN,NY
"KNIGHTS COLLISION EXPERTS, INC.",Tow Truck Company - 124,Billing Dispute - B02,Referred to Outside - RTO,BROOKLYN,NY
"KOEPPEL VOLKSWAGEN, INC.",Secondhand Dealer Auto - 005,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,WOODSIDE,NY
KOOWI HOME EMERGENCY SERVICE INC,Misc Non-Food Retail - 817,Non-Delivery of Service - N02,Advised to Sue - ATS,BROOKLYN,NY
"KORSINSKY & KLEIN, LLP",Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
KOSS AUTO CORP.,Secondhand Dealer Auto - 005,"Breach of Contract - B03, Damaged Goods - D01",Consumer Took Action - CTA,BRONX,NY
KRISTAL AUTO MALL CORP.,Secondhand Dealer Auto - 005,Misrepresentation - M01,Consumer Took Action - CTA,BROOKLYN,NY
"KWON, OK KYUNG",Employment Agency - 034,Misrepresentation - M01,Cash Amount - AMT,JACKSON HTS,NY
"K & Y AMERICA, LLC",Dry Cleaners - 230,Lost Property - L02,Resolved and Consumer Satisfied - SPF,BRONX,NY
LABCORP,Debt Collection Agency - 122,Billing Dispute - B02,Cash Amount - AMT,BURLINGTON,NC
LABORATORY CORPORATION OF AMERICA,Debt Collection Agency - 122,Billing Dispute - B02,No Business Response - NVR,BURLINGTON,NC
LA CASA DE ORO INC.,Jewelry Store-Retail - 823,"Misrepresentation - M01, Refund Policy - R01",Cash Amount - AMT,BROOKLYN,NY
LA FITNESS,Misc Non-Food Retail - 817,Misrepresentation - M01,Advised to Sue - ATS,IRVINE,CA
"LAGO FURNITURE DISTRIBUTOR, LTD.",Furniture Sales - 242,Damaged Goods - D01,Advised to Sue - ATS,BROOKLYN,NY
"LAGO FURNITURE DISTRIBUTOR, LTD.",Furniture Sales - 242,Non-Delivery of Goods - N01,Referred to Outside - RTO,BROOKLYN,NY
LAGUARDIA AIRPORT HOTEL,Hotel/Motel - 460,Misrepresentation - M01,Advised to Sue - ATS,EAST ELMHURST,NY
LA MEGA 97.9,Tickets-Live Perf - 260,Refund Policy - R01,Store Credit - SCR,NEW YORK,NY
LAN CAFE,Restaurant - 818,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
LA ROSA DEL MONTE,Storage Warehouse - 120,Non-Delivery of Service - N02,Goods Received - GDR,BRONX,NY
LARRY'S FINE JEWELRY INC.,Jewelry Store-Retail - 823,Misrepresentation - M01,No Satisfactory Agreement - NSA,NEW YORK,NY
LASER COSMETICA LLC,Misc Non-Food Retail - 817,Non-Delivery of Service - N02,No Business Response - NVR,NEW YORK,NY
LATIN WOMAN IN ACTION INC.,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Cash Amount - AMT,CORONA,NY
LA TOULOUSAINE LLC,Restaurant - 818,Surcharge/Overcharge - S02,Cash Amount - AMT,NEW YORK,NY
LA TRES BBB'S FURNITURE CORP.,Furniture Sales - 242,Defective Goods - D02,Resolved and Consumer Satisfied - SPF,BRONX,NY
LAUNDROMAT/ DRY CLEANERS,Dry Cleaners - 230,Quality of Work - Q01,Unable to Locate Business - ULV,SOUTH RICHMOND HILL,NY
"LAUNDRY DEPOT OF N.Y. & N.J., INC.",Laundry - 064,Contact Sign Not Posted,Unable to Locate Business - ULV,BROOKLYN,NY
"LAW FIRM OF ALLAN C. SMITH, P.C.",Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,BRISTOL,PA
"LAW OFFICE OF HAROLD E SCHERR, PA",Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,LAKE MARY,FL
"LAW OFFICE OF JEFFREY G. LERMAN, P.C.",Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,MINEOLA,NY
"LAW OFFICE OF TATYANNA SHAMAEV, P.C.",Debt Collection Agency - 122,Misrepresentation - M01,Bill Reduced - BLR,BROOKLYN,NY
LAWRENCE FURNITURE INC.,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,BROOKLYN,NY
LEFTY FURNITURE INC,Furniture Sales - 242,Damaged Goods - D01,No Satisfactory Agreement - NSA,BRONX,NY
LEGGY EMPLOYMENT AGENCY CORP.,Employment Agency - 034,Misrepresentation - M01,No Business Response - NVR,WOODSIDE,NY
LEIGH'S FRENCH CLEANERS,Dry Cleaners - 230,Damaged Goods - D01,No Satisfactory Agreement - NSA,FLUSHING,NY
LENS LAB EXPRESS,Misc Non-Food Retail - 817,Damaged Goods - D01,Advised to Sue - ATS,BROOKLYN,NY
LENS LAB EXPRESS,Misc Non-Food Retail - 817,Refund Policy - R01,No Satisfactory Agreement - NSA,NEW YORK,NY
"LENS LAB EXPRESS OF FORDHAM ROAD, INC.",Misc Non-Food Retail - 817,Misrepresentation - M01,Cash Amount - AMT,BRONX,NY
LEONARDO FURNITURE,Furniture Sales - 242,Misrepresentation - M01,Advised to Sue - ATS,REGO PARK,NY
LEONARDO FURNITURE,Furniture Sales - 242,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,REGO PARK,NY
LEXINGTON EXPRESS CLEAN INC.,Dry Cleaners - 230,Damaged Goods - D01,Cash Amount - AMT,NEW YORK,NY
"LIBERTY AUTO PARTS, INC.",Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,No Satisfactory Agreement - NSA,OLD WESTBURY,NY
"LIBERTY AUTO PARTS, INC.",Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,JAMAICA,NY
LIBERTY CHEVROLET INC.,Secondhand Dealer Auto - 005,Breach of Contract - B03,Goods Received - GDR,BRONX,NY
LIBERTY CHEVROLET INC.,Secondhand Dealer Auto - 005,Misrepresentation - M01,Consumer Took Action - CTA,BRONX,NY
LIBERTY TAX SERVICE,Tax Preparers - 891,Non-Delivery of Service - N02,Referred to Outside - RTO,ASTORIA,NY
LIBERTY TAX SERVICE,Tax Preparers - 891,Misrepresentation - M01,Advised to Sue - ATS,BROOKLYN,NY
LIBERTY TAX SERVICE,Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,BRONX,NY
LIBERTY TAX SERVICE,Tax Preparers - 891,Misrepresentation - M01,Referred to Outside - RTO,ASTORIA,NY
LIBERTY TAX SERVICE,Tax Preparers - 891,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
LIBERTY TAX SERVICE,Tax Preparers - 891,Surcharge/Overcharge - S02,Advised to Sue - ATS,VIRGINIA BEACH,VA
LIBERTY TAX  SERVICE,Tax Preparers - 891,Advertising/Misleading - A02,No Business Response - NVR,VIRGINIA BEACH,VA
LIBERTY TAX SERVICES,Tax Preparers - 891,Misrepresentation - M01,No Business Response - NVR,NEW YORK,NY
"LIFE QUALITY MOTOR SALES, INC.",Secondhand Dealer Auto - 005,Damaged Goods - D01,Referred to Outside - RTO,BROOKLYN,NY
LINAO CONSULTANT,Employment Agency - 034,Non-Delivery of Service - N02,Cash Amount - AMT,NEW YORK,NY
LINAO CONSULTANT,Employment Agency - 034,Non-Delivery of Service - N02,Cash Amount - AMT,NEW YORK,NY
LINAO CONSULTANT,Employment Agency - 034,Non-Delivery of Service - N02,Cash Amount - AMT,NEW YORK,NY
LINAO CONSULTANT,Employment Agency - 034,Non-Delivery of Service - N02,Advised to Sue - ATS,NEW YORK,NY
LINAO CONSULTANT,Employment Agency - 034,Non-Delivery of Service - N02,Cash Amount - AMT,NEW YORK,NY
LINDA FURNITURE,Furniture Sales - 242,Damaged Goods - D01,Advised to Sue - ATS,NEW YORK,NY
LINDA FURNITURE,Furniture Sales - 242,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
"LINDA HOME FURNITURE, LTD",Furniture Sales - 242,Damaged Goods - D01,Advised to Sue - ATS,BROOKLYN,NY
LINDEN USED CARS INC.,Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
LINDEN USED CARS INC.,Secondhand Dealer Auto - 005,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
"L'ITALIA SHOES, INC.",Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Goods Exchanged - GEX,BROOKLYN,NY
LITTLE BIT OF EVERYTHING,Electronic Store - 001,"Defective Goods - D02, Exchange Goods/Contract Cancelled - E01",Unable to Locate Business - ULV,BROOKLYN,NY
LITTLE ITALY FURNITURE,Furniture Sales - 242,Damaged Goods - D01,Advised to Sue - ATS,BROOKLYN,NY
LIVING WELL FURNITURE MATTRESS WAREHOUSE INC.,Furniture Sales - 242,Non-Delivery of Goods - N01,Out of Business - OOB,RICHMOND HILL,NY
LIVING WELL FURNITURE MATTRESS WAREHOUSE INC.,Furniture Sales - 242,Advertising/Misleading - A02,Consumer Took Action - CTA,RICHMOND HILL,NY
L & L TRAVEL,Travel Agency - 440,Misrepresentation - M01,No Business Response - NVR,NEW YORK,NY
L & L TRAVEL,Travel Agency - 440,Billing Dispute - B02,Advised to Sue - ATS,NEW YORK,NY
"L & L TRAVEL ENTERPRISES, INC",Travel Agency - 440,Billing Dispute - B02,Advised to Sue - ATS,NEW YORK,NY
LMAX SALON SPA,Misc Non-Food Retail - 817,Refund Policy - R01,Credit Card Refund and/or Contract Cancelled - CRC,NEW YORK,NY
LONG ISLAND CITY AUTO LLC,Secondhand Dealer Auto - 005,Misrepresentation - M01,Cash Amount - AMT,LONG IS CITY,NY
LONG ISLAND CITY AUTO LLC,Secondhand Dealer Auto - 005,Billing Dispute - B02,Cash Amount - AMT,LONG IS CITY,NY
LONG ISLAND PARTY LIMO CORP,Misc Non-Food Retail - 817,"Misrepresentation - M01, Non-Delivery of Service - N02",No Satisfactory Agreement - NSA,MERRICK,NY
LOPEZ'S FURNITURE OUTLET,Appliances - 244,Misrepresentation - M01,Unable to Locate Business - ULV,BRONX,NY
LOSING IS NOT AN OPTION,Employment Agency - 034,Misrepresentation - M01,Cash Amount - AMT,NEW YORK,NY
LOSS PREVENTION ASSOCIATES,Employment Agency - 034,Misrepresentation - M01,Cash Amount - AMT,ASTORIA,NY
LOUVRE ARTS GALLERY,Misc Non-Food Retail - 817,Advertising/General - A01,Credit Card Refund and/or Contract Cancelled - CRC,NEW YORK,NY
LOUVRE ARTS GALLERY INC.,Furniture Sales - 242,Advertising/Misleading - A02,Consumer Took Action - CTA,NEW YORK,NY
LOWE'S,Appliances - 244,Defective Goods - D02,Consumer Took Action - CTA,MOORESVILLE,NC
"LOWE'S HOME CENTERS, INC.",Appliances - 244,Defective Goods - D02,Resolved and Consumer Satisfied - SPF,MOORESVILLE,NC
LOWE'S HOME CENTERS LLC,Misc Non-Food Retail - 817,Refund Policy - R01,Store Credit - SCR,MOORESVILLE,NC
LOW PRICE KITCHENS. COM,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Advised to Sue - ATS,BROOKLYN,NY
"LTD FINANCIAL SERVICES, L.P.",Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,ROSWELL,GA
LUIS FURNITURE AND ELECTRONIC #1,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Goods Exchanged - GEX,NEW YORK,NY
"LUMBER LIQUIDATORS, INC.",Misc Non-Food Retail - 817,Defective Goods - D02,Consumer Took Action - CTA,NEW YORK,NY
LUXOR MOTOR CARS INC,Secondhand Dealer Auto - 005,Advertising/General - A01,Goods Received - GDR,LONG ISLAND CITY,NY
LUXOR MOTOR CARS INC,Secondhand Dealer Auto - 005,Misrepresentation - M01,Referred to Outside - RTO,LONG IS CITY,NY
LUXOR MOTOR CARS INC,Secondhand Dealer Auto - 005,Breach of Contract - B03,Advised to Sue - ATS,LONG IS CITY,NY
LUXOR MOTOR CARS INC,Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,LONG ISLAND CITY,NY
LUXOR MOTOR CARS INC,Secondhand Dealer Auto - 005,"Breach of Contract - B03, Surcharge/Overcharge - S02",Cash Amount - AMT,LONG ISLAND CITY,NY
LVNV FUNDING LLC,Debt Collection Agency - 122,Billing Dispute - B02,No Business Response - NVR,SIOUX FALLS,SD
LVNV FUNDING LLC,Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,SIOUX FALLS,SD
LVNV FUNDING LLC,Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,SIOUX FALLS,SD
LVNV FUNDING LLC,Debt Collection Agency - 122,Misrepresentation - M01,No Business Response - NVR,SIOUX FALLS,SD
LYAVAIDAI,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Consumer Took Action - CTA,FLUSHING,NY
MACY'S,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Store Credit - SCR,NEW YORK,NY
MACY'S,Furniture Sales - 242,Damaged Goods - D01,Goods Exchanged - GEX,NEW YORK,NY
MACY'S,Retail Store - 820,Advertising/General - A01,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
MACY'S,Misc Non-Food Retail - 817,Misrepresentation - M01,No Satisfactory Agreement - NSA,NEW YORK,NY
MACY'S,Debt Collection Agency - 122,Billing Dispute - B02,Referred to Outside - RTO,MASON,OH
MACY'S,Furniture Sales - 242,Wrong Goods - W01,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
MADAME TUSSAUDS NY,Misc Non-Food Retail - 817,Refund Policy - R01,Cash Amount - AMT,NEW YORK,NY
MADISON SQUARE PARKING CORP.,Garage - 049,Damaged Goods - D01,Goods Repaired - GRS,NEW YORK,NY
MAGAZINE AGENCY,Mailorder Misc - 319,Non-Delivery of Goods - N01,Unable to Locate Business - ULV,NEW YORK,NY
MAHWISH ENTERPRISES INC.,Electronic Store - 001,Breach of Contract - B03,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
MAHWISH ENTERPRISES INC.,Electronic Store - 001,"Breach of Warranty - B04, Misrepresentation - M01",Resolved and Consumer Satisfied - SPF,NEW YORK,NY
"MAIDENBAUM & ASSOCIATES, P.L.L.C.",Debt Collection Agency - 122,Misrepresentation - M01,Referred to Outside - RTO,NEW YORK,NY
MAID FOR YOU NEW YORK,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,LONG ISLAND CITY,NY
MAIN STREET ACQUISITION CORP.,Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,NORCROSS,GA
MAJ FURNITURE INC.,Furniture Sales - 242,Non-Delivery of Goods - N01,Out of Business - OOB,BRONX,NY
"MAJOR CHEVROLET, INC.",Secondhand Dealer Auto - 005,Misrepresentation - M01,Advised to Sue - ATS,LONG IS CITY,NY
"MAJOR CHEVROLET, INC.",Secondhand Dealer Auto - 005,Damaged Goods - D01,Referred to Outside - RTO,LONG IS CITY,NY
"MAJOR CHEVROLET, INC.",Secondhand Dealer Auto - 005,Defective Goods - D02,Resolved and Consumer Satisfied - SPF,LONG IS CITY,NY
"MAJOR CHEVROLET, INC.",Secondhand Dealer Auto - 005,Billing Dispute - B02,No Satisfactory Agreement - NSA,LONG IS CITY,NY
"MAJOR CHEVROLET, INC.",Secondhand Dealer Auto - 005,Surcharge/Overcharge - S02,Consumer Took Action - CTA,LONG IS CITY,NY
"MAJOR CHEVROLET, INC.",Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,Resolved and Consumer Satisfied - SPF,LONG IS CITY,NY
"MAJOR CHEVROLET, INC.",Secondhand Dealer Auto - 005,Damaged Goods - D01,Advised to Sue - ATS,LONG IS CITY,NY
"MAJOR CHEVROLET, INC.",Secondhand Dealer Auto - 005,Misrepresentation - M01,Goods Exchanged - GEX,LONG IS CITY,NY
"MAJOR WORLD CHEVROLET, L.L.C.",Secondhand Dealer Auto - 005,Breach of Contract - B03,Resolved and Consumer Satisfied - SPF,LONG ISLAND CITY,NY
"MAK ENTERPRIZES, INC.",Secondhand Dealer Auto - 005,Damaged Goods - D01,Out of Business - OOB,BROOKLYN,NY
"MAK ENTERPRIZES, INC.",Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,Goods Received - GDR,BROOKLYN,NY
MALCOLM FOOD MARKET CORP,Supermarket  - 819,"Misrepresentation - M01, Surcharge/Overcharge - S02",Resolved and Consumer Satisfied - SPF,NEW YORK,NY
MALLOY INC.,Debt Collection Agency - 122,Harassment - H01,Resolved and Consumer Satisfied - SPF,MASSAPEQUA,NY
MANHATTAN FOREIGN AUTOS INC.,Secondhand Dealer Auto - 005,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
"MANHATTAN MINI STORAGE, LLC",Storage Warehouse - 120,Misrepresentation - M01,Referred to Outside - RTO,NEW YORK,NY
MANHATTAN PARKING-BORO CORP.,Garage - 049,Damaged Goods - D01,Cash Amount - AMT,NEW YORK,NY
MANHATTAN PARKING E. 79 ST. CORP.,Garage - 049,Surcharge/Overcharge - S02,Consumer Took Action - CTA,NEW YORK,NY
MANHATTAN PARKING EAST 34TH STREET CORP.,Garage - 049,Advertising/General - A01,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
MANHATTAN PARKING GROUP,Garage - 049,Misrepresentation - M01,Cash Amount - AMT,BRONX,NY
MANNY FLOOR & CABINET INC.,Misc Non-Food Retail - 817,Damaged Goods - D01,No Satisfactory Agreement - NSA,FLUSHING,NY
MANO'S FURNITURE INC.,Furniture Sales - 242,Damaged Goods - D01,Goods Exchanged - GEX,JACKSON HEIGHTS,NY
MANPOWER ALLIANCE RECRUITMENT,Employment Agency - 034,Exchange Goods/Contract Cancelled - E01,No Business Response - NVR,NEW YORK,NY
MAN WEI & SON US INC,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,No Satisfactory Agreement - NSA,FLUSHING,NY
MARAUDER CORPORATION,Debt Collection Agency - 122,Harassment - H01,No Business Response - NVR,INDIAN WELLS,CA
MARC KAUFMAN FURS NYC,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Cash Amount - AMT,NEW YORK,NY
